에이전트ID,고객분류,고객분류명,구역ID,구역명,상품명,가격,체류시간,일차,시간대
43299,adult_female,성년 여성,beverage,음료,사이다,1500,7.8,81,21시
43301,adult_female,성년 여성,cosmetic,화장품,립밤,8000,10.0,81,16시
43301,adult_female,성년 여성,premium,프리미엄,수입과자,8000,8.7,81,16시
43302,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,9.4,81,20시
43302,adult_male,성년 남성,daily,생활용품,세제,5000,7.8,81,20시
43303,adult_male,성년 남성,beverage,음료,사이다,1500,6.6,81,11시
43303,adult_male,성년 남성,premium,프리미엄,수입와인,32000,4.1,81,11시
43307,adult_male,성년 남성,premium,프리미엄,위스키,45000,4.1,81,15시
43307,adult_male,성년 남성,beverage,음료,주스,2500,9.5,81,15시
43308,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,5.7,81,11시
43308,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,7.4,81,11시
43308,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,6.8,81,11시
43309,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,9.0,81,17시
43309,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,8.3,81,17시
43309,adult_female,성년 여성,frozen,냉동식품,만두,5000,7.1,81,17시
43310,adult_female,성년 여성,beverage,음료,에너지드링크,2200,5.5,81,17시
43310,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,9.3,81,17시
43311,minor_male,미성년 남성,snack,과자/스낵,프링글스,2800,2.4,81,19시
43312,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,5.8,81,18시
43313,minor_male,미성년 남성,snack,과자/스낵,프링글스,2800,3.3,81,21시
43313,minor_male,미성년 남성,daily,생활용품,세제,5000,1.9,81,21시
43315,adult_female,성년 여성,daily,생활용품,휴지,4500,9.2,82,19시
43315,adult_female,성년 여성,cosmetic,화장품,립밤,8000,10.0,82,19시
43315,adult_female,성년 여성,beverage,음료,녹차,1200,7.3,82,19시
43316,adult_male,성년 남성,premium,프리미엄,수입과자,8000,7.5,82,17시
43316,adult_male,성년 남성,daily,생활용품,휴지,4500,5.7,82,17시
43317,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,8.8,82,21시
43317,adult_male,성년 남성,beverage,음료,녹차,1200,8.6,82,21시
43317,adult_male,성년 남성,cosmetic,화장품,립스틱,15000,5.9,82,21시
43317,adult_male,성년 남성,snack,과자/스낵,허니버터칩,2000,9.2,82,21시
43318,adult_female,성년 여성,beverage,음료,탄산수,1200,6.2,82,19시
43318,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,10.0,82,19시
43319,adult_male,성년 남성,daily,생활용품,핸드크림,6000,9.3,82,13시
43320,minor_male,미성년 남성,beverage,음료,주스,2500,3.8,82,18시
43321,adult_male,성년 남성,premium,프리미엄,럼,28000,7.5,82,18시
43322,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,4.9,82,20시
43322,adult_male,성년 남성,snack,과자/스낵,초코파이,2500,8.9,82,20시
43324,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,2.9,82,11시
43324,minor_female,미성년 여성,bakery,베이커리,소금빵,2000,4.7,82,11시
43326,adult_female,성년 여성,premium,프리미엄,럼,28000,7.7,82,16시
43327,adult_female,성년 여성,frozen,냉동식품,어묵,3000,3.9,82,13시
43327,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,6.4,82,13시
43328,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.6,82,12시
43329,adult_male,성년 남성,premium,프리미엄,브랜디,42000,5.9,82,13시
43330,adult_female,성년 여성,daily,생활용품,비누,2000,6.9,82,18시
43330,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,9.0,82,18시
43331,minor_female,미성년 여성,bakery,베이커리,에클레어,4000,2.6,82,19시
43331,minor_female,미성년 여성,cosmetic,화장품,컨실러,16000,4.4,82,19시
43334,adult_female,성년 여성,daily,생활용품,샴푸,8000,6.0,82,18시
43334,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,9.3,82,18시
43335,minor_female,미성년 여성,bakery,베이커리,치즈케이크,6000,3.7,82,19시
43336,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,4.9,82,12시
43337,adult_male,성년 남성,daily,생활용품,칫솔,3000,4.4,82,13시
43337,adult_male,성년 남성,snack,과자/스낵,새우깡,1500,5.0,82,13시
43337,adult_male,성년 남성,cosmetic,화장품,아이섀도,18000,8.0,82,13시
43339,adult_female,성년 여성,beverage,음료,이온음료,1800,6.6,82,13시
43339,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,7.4,82,13시
43340,adult_female,성년 여성,daily,생활용품,세제,5000,8.8,82,18시
43340,adult_female,성년 여성,bakery,베이커리,소금빵,2000,7.8,82,18시
43341,adult_female,성년 여성,cosmetic,화장품,컨실러,16000,6.5,82,16시
43343,adult_male,성년 남성,daily,생활용품,주방세제,4000,8.2,82,18시
43344,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,3.9,82,13시
43344,adult_female,성년 여성,beverage,음료,주스,2500,9.6,82,13시
43344,adult_female,성년 여성,daily,생활용품,휴지,4500,7.5,82,13시
43344,adult_female,성년 여성,snack,과자/스낵,사탕,800,9.3,82,13시
43345,adult_female,성년 여성,daily,생활용품,샴푸,8000,4.8,82,11시
43345,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,8.0,82,11시
43346,adult_male,성년 남성,daily,생활용품,바디로션,8000,6.2,82,13시
43347,adult_female,성년 여성,beverage,음료,녹차,1200,8.3,82,15시
43347,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.7,82,15시
43348,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,4.4,82,13시
43349,adult_female,성년 여성,frozen,냉동식품,군만두,6000,6.6,82,13시
43349,adult_female,성년 여성,beverage,음료,주스,2500,9.2,82,13시
43351,adult_male,성년 남성,daily,생활용품,수건,5000,5.0,82,17시
43351,adult_male,성년 남성,premium,프리미엄,수입과자,8000,9.7,82,17시
43352,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,8.1,82,13시
43352,adult_female,성년 여성,frozen,냉동식품,군만두,6000,9.7,82,13시
43353,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,4.6,82,17시
43353,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,7.2,82,17시
43353,adult_female,성년 여성,daily,생활용품,치약,3500,5.8,82,17시
43354,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,6.9,82,12시
43354,adult_female,성년 여성,beverage,음료,커피,2000,7.4,82,12시
43356,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,9.3,82,14시
43356,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,5.9,82,14시
43358,minor_male,미성년 남성,snack,과자/스낵,사탕,800,5.0,82,14시
43359,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,8.9,82,14시
43360,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,6.9,82,12시
43360,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,6.7,82,12시
43361,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,6.8,82,14시
43361,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,9.0,82,14시
43365,minor_male,미성년 남성,beverage,음료,탄산수,1200,5.0,82,13시
43366,minor_female,미성년 여성,beverage,음료,주스,2500,5.0,82,16시
43366,minor_female,미성년 여성,snack,과자/스낵,빠다코코낫,1500,4.0,82,16시
43367,adult_male,성년 남성,beverage,음료,이온음료,1800,9.3,82,14시
43367,adult_male,성년 남성,premium,프리미엄,프리미엄커피,12000,4.1,82,14시
43368,adult_female,성년 여성,beverage,음료,녹차,1200,9.5,82,11시
43370,adult_female,성년 여성,daily,생활용품,휴지,4500,6.4,82,21시
43370,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,9.8,82,21시
43371,adult_female,성년 여성,beverage,음료,두유,1500,6.3,82,12시
43371,adult_female,성년 여성,bakery,베이커리,소금빵,2000,8.4,82,12시
43372,adult_male,성년 남성,daily,생활용품,샴푸,8000,5.4,82,17시
43372,adult_male,성년 남성,beverage,음료,이온음료,1800,7.5,82,17시
43373,minor_female,미성년 여성,snack,과자/스낵,새우깡,1500,3.2,82,16시
43373,minor_female,미성년 여성,daily,생활용품,핸드크림,6000,3.9,82,16시
43374,adult_male,성년 남성,premium,프리미엄,럼,28000,8.7,82,13시
43375,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,7.2,82,10시
43376,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,8.6,82,13시
43376,adult_female,성년 여성,snack,과자/스낵,허니버터칩,2000,5.0,82,13시
43378,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,8.1,82,20시
43379,adult_female,성년 여성,beverage,음료,두유,1500,5.5,82,13시
43380,adult_female,성년 여성,daily,생활용품,수건,5000,4.7,82,19시
43381,adult_female,성년 여성,bakery,베이커리,에클레어,4000,5.0,82,21시
43381,adult_female,성년 여성,snack,과자/스낵,꼬깔콘,1200,5.2,82,21시
43382,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,6.6,82,19시
43382,adult_female,성년 여성,cosmetic,화장품,블러셔,14000,5.6,82,19시
43383,minor_male,미성년 남성,snack,과자/스낵,사탕,800,4.6,82,19시
43384,adult_female,성년 여성,bakery,베이커리,베이글,2500,9.4,82,19시
43385,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,5.6,82,12시
43388,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,6.0,82,18시
43388,adult_male,성년 남성,beverage,음료,사이다,1500,7.2,82,18시
43388,adult_male,성년 남성,daily,생활용품,주방세제,4000,7.7,82,18시
43389,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,6.9,82,17시
43389,adult_male,성년 남성,daily,생활용품,샴푸,8000,8.1,82,17시
43390,adult_female,성년 여성,beverage,음료,콜라,1500,4.5,82,17시
43390,adult_female,성년 여성,snack,과자/스낵,오레오,2200,7.1,82,17시
43391,adult_male,성년 남성,beverage,음료,에너지드링크,2200,8.3,82,12시
43391,adult_male,성년 남성,frozen,냉동식품,어묵,3000,6.8,82,12시
43392,adult_male,성년 남성,frozen,냉동식품,만두,5000,5.9,82,12시
43393,adult_female,성년 여성,premium,프리미엄,프리미엄커피,12000,7.7,82,17시
43393,adult_female,성년 여성,frozen,냉동식품,핫도그,2500,8.9,82,17시
43395,minor_male,미성년 남성,snack,과자/스낵,젤리,1000,5.0,82,19시
43395,minor_male,미성년 남성,beverage,음료,주스,2500,4.8,82,19시
43396,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,1.7,82,14시
43397,adult_male,성년 남성,daily,생활용품,세제,5000,9.7,82,13시
43397,adult_male,성년 남성,beverage,음료,사이다,1500,8.8,82,13시
43398,adult_male,성년 남성,frozen,냉동식품,냉동새우,12000,7.9,82,18시
43399,adult_male,성년 남성,premium,프리미엄,수입과자,8000,6.6,82,15시
43399,adult_male,성년 남성,beverage,음료,탄산수,1200,9.9,82,15시
43399,adult_male,성년 남성,bakery,베이커리,마카롱,5000,9.3,82,15시
43401,adult_female,성년 여성,frozen,냉동식품,군만두,6000,6.2,82,15시
43401,adult_female,성년 여성,beverage,음료,콜라,1500,5.8,82,15시
43401,adult_female,성년 여성,cosmetic,화장품,선크림,20000,9.5,82,15시
43403,minor_female,미성년 여성,beverage,음료,이온음료,1800,3.0,82,13시
43404,adult_female,성년 여성,premium,프리미엄,와인,25000,4.1,82,19시
43405,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,9.4,82,11시
43406,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,7.4,82,15시
43406,adult_female,성년 여성,bakery,베이커리,마카롱,5000,10.0,82,15시
43407,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,6.7,82,17시
43407,adult_male,성년 남성,frozen,냉동식품,냉동피자,8000,9.7,82,17시
43408,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,8.6,82,17시
43408,adult_female,성년 여성,beverage,음료,주스,2500,6.4,82,17시
43408,adult_female,성년 여성,daily,생활용품,세제,5000,7.3,82,17시
43410,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,7.1,82,16시
43410,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,9.0,82,16시
43411,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,10.2,82,15시
43412,adult_female,성년 여성,daily,생활용품,휴지,4500,5.0,82,11시
43414,minor_female,미성년 여성,beverage,음료,주스,2500,3.8,82,14시
43415,minor_female,미성년 여성,snack,과자/스낵,오레오,2200,4.6,82,21시
43417,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,9.8,82,13시
43418,minor_female,미성년 여성,premium,프리미엄,위스키,45000,3.9,82,15시
43419,adult_female,성년 여성,daily,생활용품,수건,5000,8.4,82,12시
43420,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,6.9,82,13시
43420,adult_male,성년 남성,bakery,베이커리,마카롱,5000,10.3,82,13시
43421,adult_female,성년 여성,daily,생활용품,바디로션,8000,4.8,82,17시
43421,adult_female,성년 여성,snack,과자/스낵,사탕,800,9.4,82,17시
43422,adult_male,성년 남성,premium,프리미엄,샴페인,35000,5.3,82,12시
43422,adult_male,성년 남성,beverage,음료,콜라,1500,8.1,82,12시
43422,adult_male,성년 남성,daily,생활용품,휴지,4500,5.7,82,12시
43424,adult_female,성년 여성,bakery,베이커리,베이글,2500,4.6,82,14시
43426,minor_male,미성년 남성,cosmetic,화장품,파운데이션,25000,4.2,82,10시
43427,minor_female,미성년 여성,beverage,음료,두유,1500,3.5,82,17시
43427,minor_female,미성년 여성,premium,프리미엄,샴페인,35000,4.2,82,17시
43428,adult_male,성년 남성,beverage,음료,녹차,1200,6.9,82,13시
43428,adult_male,성년 남성,bakery,베이커리,마카롱,5000,5.7,82,13시
43431,adult_female,성년 여성,cosmetic,화장품,BB크림,18000,8.8,82,18시
43431,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,8.4,82,18시
43432,adult_female,성년 여성,beverage,음료,커피,2000,10.2,82,12시
43432,adult_female,성년 여성,daily,생활용품,칫솔,3000,6.8,82,12시
43432,adult_female,성년 여성,bakery,베이커리,크로아상,3000,8.5,82,12시
43433,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,8.1,82,19시
43433,adult_female,성년 여성,beverage,음료,사이다,1500,10.2,82,19시
43433,adult_female,성년 여성,frozen,냉동식품,군만두,6000,7.7,82,19시
43434,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,8.5,82,16시
43435,adult_male,성년 남성,frozen,냉동식품,군만두,6000,8.3,82,16시
43435,adult_male,성년 남성,daily,생활용품,바디로션,8000,9.0,82,16시
43435,adult_male,성년 남성,premium,프리미엄,위스키,45000,5.2,82,16시
43435,adult_male,성년 남성,snack,과자/스낵,사탕,800,6.0,82,16시
43436,adult_female,성년 여성,cosmetic,화장품,마스카라,12000,9.0,82,18시
43437,minor_female,미성년 여성,beverage,음료,콜라,1500,1.7,82,19시
43437,minor_female,미성년 여성,snack,과자/스낵,빠다코코낫,1500,2.8,82,19시
43438,adult_female,성년 여성,premium,프리미엄,위스키,45000,5.9,82,14시
43438,adult_female,성년 여성,bakery,베이커리,머핀,2500,7.1,82,14시
43438,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,9.6,82,14시
43440,adult_male,성년 남성,premium,프리미엄,수입와인,32000,9.4,82,14시
43441,adult_male,성년 남성,beverage,음료,탄산수,1200,7.1,82,12시
43441,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,7.1,82,12시
43442,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,6.5,82,19시
43443,minor_male,미성년 남성,beverage,음료,이온음료,1800,2.4,82,15시
43444,minor_female,미성년 여성,frozen,냉동식품,냉동라면,3500,4.4,82,16시
43445,adult_male,성년 남성,premium,프리미엄,수입과자,8000,9.5,82,14시
43447,adult_male,성년 남성,daily,생활용품,주방세제,4000,8.6,82,15시
43448,adult_female,성년 여성,daily,생활용품,치약,3500,8.2,82,19시
43449,adult_female,성년 여성,frozen,냉동식품,만두,5000,4.4,82,11시
43449,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,5.7,82,11시
43450,adult_female,성년 여성,frozen,냉동식품,군만두,6000,10.3,82,19시
43450,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,6.6,82,19시
43452,adult_male,성년 남성,daily,생활용품,칫솔,3000,5.9,82,12시
43452,adult_male,성년 남성,bakery,베이커리,시나몬롤,3500,9.8,82,12시
43454,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,9.2,82,12시
43455,adult_female,성년 여성,premium,프리미엄,럼,28000,9.4,82,18시
43456,adult_female,성년 여성,bakery,베이커리,에클레어,4000,9.0,82,15시
43456,adult_female,성년 여성,beverage,음료,이온음료,1800,7.2,82,15시
43457,adult_male,성년 남성,daily,생활용품,핸드크림,6000,8.6,82,18시
43458,minor_female,미성년 여성,frozen,냉동식품,만두,5000,4.1,82,17시
43460,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,4.8,82,10시
43460,minor_male,미성년 남성,cosmetic,화장품,컨실러,16000,1.7,82,10시
43461,minor_female,미성년 여성,beverage,음료,사이다,1500,3.2,82,11시
43462,minor_male,미성년 남성,cosmetic,화장품,립밤,8000,4.3,82,18시
43463,adult_female,성년 여성,cosmetic,화장품,립스틱,15000,6.1,82,13시
43464,adult_female,성년 여성,bakery,베이커리,샌드위치,4500,8.0,82,16시
43465,adult_female,성년 여성,beverage,음료,에너지드링크,2200,9.3,82,15시
43465,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,5.2,82,15시
43465,adult_female,성년 여성,bakery,베이커리,마카롱,5000,5.7,82,15시
43466,adult_female,성년 여성,daily,생활용품,샴푸,8000,5.0,82,21시
43467,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,8.9,82,19시
43467,adult_female,성년 여성,frozen,냉동식품,어묵,3000,9.6,82,19시
43467,adult_female,성년 여성,snack,과자/스낵,초코파이,2500,7.6,82,19시
43468,adult_male,성년 남성,daily,생활용품,수건,5000,5.1,82,12시
43468,adult_male,성년 남성,premium,프리미엄,수입와인,32000,4.3,82,12시
43468,adult_male,성년 남성,beverage,음료,우유,1800,7.0,82,12시
43469,adult_male,성년 남성,daily,생활용품,비누,2000,6.2,82,11시
43470,minor_male,미성년 남성,snack,과자/스낵,새우깡,1500,3.9,82,19시
43471,adult_female,성년 여성,premium,프리미엄,수입와인,32000,7.2,82,15시
43472,minor_male,미성년 남성,beverage,음료,녹차,1200,4.6,82,17시
43474,adult_male,성년 남성,beverage,음료,두유,1500,7.6,82,16시
43476,adult_female,성년 여성,daily,생활용품,핸드크림,6000,6.6,82,18시
43478,adult_male,성년 남성,beverage,음료,콜라,1500,9.6,82,12시
43478,adult_male,성년 남성,bakery,베이커리,머핀,2500,8.5,82,12시
43479,adult_female,성년 여성,frozen,냉동식품,아이스크림,2000,10.0,82,16시
43480,adult_female,성년 여성,beverage,음료,주스,2500,8.4,82,14시
43480,adult_female,성년 여성,snack,과자/스낵,빠다코코낫,1500,6.0,82,14시
43481,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,10.0,82,19시
43482,adult_male,성년 남성,daily,생활용품,비누,2000,6.0,82,16시
43483,adult_male,성년 남성,frozen,냉동식품,냉동볶음밥,4500,8.2,82,16시
43483,adult_male,성년 남성,daily,생활용품,칫솔,3000,5.5,82,16시
43483,adult_male,성년 남성,snack,과자/스낵,오레오,2200,10.1,82,16시
43484,adult_female,성년 여성,beverage,음료,녹차,1200,4.3,82,16시
43486,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,8.3,82,18시
43487,adult_female,성년 여성,bakery,베이커리,소금빵,2000,8.7,82,14시
43488,minor_male,미성년 남성,snack,과자/스낵,프링글스,2800,5.0,82,10시
43488,minor_male,미성년 남성,bakery,베이커리,소금빵,2000,1.4,82,10시
43489,adult_male,성년 남성,beverage,음료,커피,2000,5.7,82,10시
43489,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,5.3,82,10시
43491,adult_female,성년 여성,premium,프리미엄,위스키,45000,5.0,82,16시
43491,adult_female,성년 여성,frozen,냉동식품,냉동라면,3500,9.6,82,16시
43491,adult_female,성년 여성,snack,과자/스낵,젤리,1000,5.9,82,16시
43493,adult_female,성년 여성,daily,생활용품,주방세제,4000,4.8,82,15시
43494,adult_male,성년 남성,frozen,냉동식품,군만두,6000,8.2,82,10시
43494,adult_male,성년 남성,daily,생활용품,휴지,4500,9.7,82,10시
43496,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,9.6,82,14시
43496,adult_male,성년 남성,daily,생활용품,바디로션,8000,7.5,82,14시
43497,adult_male,성년 남성,beverage,음료,두유,1500,9.3,82,10시
43497,adult_male,성년 남성,bakery,베이커리,에클레어,4000,9.6,82,10시
43499,minor_male,미성년 남성,beverage,음료,콜라,1500,5.0,82,17시
43502,adult_male,성년 남성,beverage,음료,콜라,1500,5.3,82,12시
43502,adult_male,성년 남성,daily,생활용품,세제,5000,4.0,82,12시
43503,minor_female,미성년 여성,snack,과자/스낵,초코파이,2500,3.5,82,15시
43504,adult_male,성년 남성,beverage,음료,이온음료,1800,7.0,82,14시
43504,adult_male,성년 남성,frozen,냉동식품,냉동치킨,9000,9.6,82,14시
43505,adult_female,성년 여성,premium,프리미엄,위스키,45000,6.9,82,18시
43505,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,10.1,82,18시
43506,minor_female,미성년 여성,snack,과자/스낵,젤리,1000,4.0,82,13시
43507,minor_male,미성년 남성,beverage,음료,커피,2000,4.5,82,12시
43508,minor_male,미성년 남성,snack,과자/스낵,새우깡,1500,3.8,82,21시
43509,adult_male,성년 남성,beverage,음료,탄산수,1200,4.9,82,20시
43509,adult_male,성년 남성,frozen,냉동식품,어묵,3000,10.2,82,20시
43510,adult_female,성년 여성,bakery,베이커리,케이크,15000,10.1,82,19시
43510,adult_female,성년 여성,beverage,음료,녹차,1200,9.8,82,19시
43512,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,7.0,82,10시
43513,adult_female,성년 여성,beverage,음료,탄산수,1200,7.7,82,11시
43515,adult_male,성년 남성,daily,생활용품,칫솔,3000,10.4,82,17시
43515,adult_male,성년 남성,frozen,냉동식품,냉동라면,3500,6.9,82,17시
43515,adult_male,성년 남성,snack,과자/스낵,포카칩,1800,6.7,82,17시
43517,adult_female,성년 여성,daily,생활용품,주방세제,4000,5.2,82,15시
43517,adult_female,성년 여성,beverage,음료,커피,2000,9.0,82,15시
43517,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,8.6,82,15시
43519,adult_male,성년 남성,premium,프리미엄,수입과자,8000,7.9,82,16시
43519,adult_male,성년 남성,daily,생활용품,비누,2000,7.3,82,16시
43519,adult_male,성년 남성,bakery,베이커리,베이글,2500,6.9,82,16시
43520,adult_male,성년 남성,premium,프리미엄,수입과자,8000,10.1,82,16시
43521,adult_male,성년 남성,frozen,냉동식품,군만두,6000,9.6,82,12시
43523,minor_male,미성년 남성,snack,과자/스낵,허니버터칩,2000,3.7,82,20시
43524,adult_male,성년 남성,daily,생활용품,세제,5000,6.5,82,16시
43526,adult_female,성년 여성,daily,생활용품,수건,5000,9.8,82,18시
43527,adult_female,성년 여성,bakery,베이커리,케이크,15000,8.0,82,15시
43528,minor_male,미성년 남성,beverage,음료,두유,1500,3.0,82,16시
43529,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,4.1,82,13시
43529,adult_male,성년 남성,daily,생활용품,휴지,4500,7.9,82,13시
43529,adult_male,성년 남성,beverage,음료,두유,1500,4.7,82,13시
43530,adult_female,성년 여성,frozen,냉동식품,냉동치킨,9000,9.4,82,11시
43530,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,5.2,82,11시
43532,adult_female,성년 여성,frozen,냉동식품,냉동새우,12000,7.2,82,13시
43533,minor_male,미성년 남성,snack,과자/스낵,새우깡,1500,3.3,82,15시
43534,adult_male,성년 남성,daily,생활용품,휴지,4500,6.5,82,13시
43534,adult_male,성년 남성,beverage,음료,커피,2000,9.2,82,13시
43535,adult_male,성년 남성,daily,생활용품,휴지,4500,7.6,82,18시
43536,adult_female,성년 여성,premium,프리미엄,위스키,45000,6.1,82,10시
43538,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,6.1,82,14시
43538,adult_male,성년 남성,beverage,음료,사이다,1500,4.6,82,14시
43538,adult_male,성년 남성,daily,생활용품,휴지,4500,4.9,82,14시
43539,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,8.0,82,11시
43540,adult_female,성년 여성,premium,프리미엄,브랜디,42000,7.6,82,20시
43541,minor_male,미성년 남성,frozen,냉동식품,만두,5000,4.1,82,11시
43542,adult_female,성년 여성,premium,프리미엄,브랜디,42000,7.7,82,20시
43542,adult_female,성년 여성,daily,생활용품,주방세제,4000,4.7,82,20시
43543,adult_female,성년 여성,beverage,음료,우유,1800,10.0,82,18시
43543,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,7.2,82,18시
43544,adult_male,성년 남성,daily,생활용품,핸드크림,6000,5.3,82,19시
43545,minor_male,미성년 남성,snack,과자/스낵,포카칩,1800,3.1,82,13시
43545,minor_male,미성년 남성,beverage,음료,에너지드링크,2200,3.6,82,13시
43547,adult_female,성년 여성,beverage,음료,커피,2000,5.4,82,16시
43549,adult_male,성년 남성,premium,프리미엄,수입치즈,18000,5.7,82,18시
43549,adult_male,성년 남성,cosmetic,화장품,선크림,20000,9.1,82,18시
43550,adult_female,성년 여성,beverage,음료,탄산수,1200,4.5,82,19시
43550,adult_female,성년 여성,bakery,베이커리,소금빵,2000,6.4,82,19시
43552,adult_male,성년 남성,daily,생활용품,샴푸,8000,9.5,82,16시
43552,adult_male,성년 남성,premium,프리미엄,수입초콜릿,15000,8.9,82,16시
43552,adult_male,성년 남성,bakery,베이커리,샌드위치,4500,9.2,82,16시
43555,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,4.4,82,12시
43556,adult_female,성년 여성,daily,생활용품,주방세제,4000,8.9,82,16시
43556,adult_female,성년 여성,beverage,음료,콜라,1500,9.7,82,16시
43556,adult_female,성년 여성,snack,과자/스낵,새우깡,1500,9.3,82,16시
43557,adult_female,성년 여성,daily,생활용품,주방세제,4000,10.4,82,14시
43558,adult_male,성년 남성,snack,과자/스낵,오레오,2200,9.8,82,18시
43559,adult_female,성년 여성,bakery,베이커리,치즈케이크,6000,5.4,82,18시
43560,adult_female,성년 여성,cosmetic,화장품,아이라이너,12000,5.9,82,17시
43560,adult_female,성년 여성,daily,생활용품,휴지,4500,9.0,82,17시
43561,adult_female,성년 여성,cosmetic,화장품,파운데이션,25000,5.2,82,11시
43563,adult_female,성년 여성,beverage,음료,에너지드링크,2200,7.8,82,10시
43564,adult_female,성년 여성,daily,생활용품,주방세제,4000,5.2,82,19시
43564,adult_female,성년 여성,cosmetic,화장품,아이섀도,18000,9.3,82,19시
43564,adult_female,성년 여성,premium,프리미엄,수입치즈,18000,5.7,82,19시
43565,minor_female,미성년 여성,beverage,음료,두유,1500,3.9,82,14시
43566,minor_female,미성년 여성,beverage,음료,우유,1800,1.7,82,12시
43568,adult_male,성년 남성,daily,생활용품,세제,5000,8.2,82,19시
43569,adult_female,성년 여성,frozen,냉동식품,냉동볶음밥,4500,9.9,82,19시
43569,adult_female,성년 여성,beverage,음료,우유,1800,8.9,82,19시
43570,adult_female,성년 여성,beverage,음료,우유,1800,5.2,82,15시
43571,adult_female,성년 여성,beverage,음료,이온음료,1800,7.8,82,14시
